,Protocol Type,Service,Flag,Logged In,Count,Serror Rate,Srv Serror Rate,Rerror Rate,Srv Rerror Rate,Same Srv Rate,Dst Host Count,Dst Host Srv Count,Dst Host Same Srv Rate,Dst Host Serror Rate,Dst Host Srv Serror Rate,Dst Host Rerror Rate,Dst Host Srv Rerror Rate,Difficulty Level,Class
24375,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.0,0.0,0.99,1.0,15,1
24376,1,49,1,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.01,0.0,0.52,1.0,18,1
24377,1,20,1,0,1,0.0,0.0,1.0,1.0,1.0,1,80,1.0,0.0,0.0,1.0,0.03,8,1
24378,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,156,1.0,0.0,0.0,0.0,0.0,15,1
24379,1,44,4,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.0,0.0,1.0,1.0,15,1
24380,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,172,1,0.01,0.03,0.0,0.63,1.0,15,1
24381,1,49,1,0,4,0.0,0.0,0.75,1.0,0.25,122,1,0.01,0.0,0.0,0.05,1.0,14,1
24382,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.0,0.0,0.2,1.0,18,1
24383,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,110,1.0,0.0,0.0,0.0,0.0,15,1
24384,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,117,1.0,0.0,0.0,0.0,0.0,15,1
24385,2,49,9,0,69,0.0,0.0,0.0,0.0,0.33,255,46,0.18,0.0,0.0,0.0,0.0,18,1
24386,2,49,9,0,29,0.0,0.0,0.0,0.0,0.28,255,8,0.03,0.16,0.0,0.6,0.0,16,1
24387,1,49,1,0,1,0.0,0.0,1.0,1.0,1.0,240,1,0.0,0.0,0.0,0.06,1.0,15,1
24388,2,49,9,0,15,0.0,0.0,0.0,0.0,0.27,255,49,0.19,0.16,0.0,0.18,0.0,17,1
24389,0,14,9,0,2,0.0,0.0,0.0,0.0,0.5,1,1,1.0,0.0,0.0,0.0,0.0,10,1
24390,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,220,1.0,0.0,0.0,0.0,0.0,15,1
24391,1,49,1,0,1,0.0,0.0,1.0,1.0,1.0,49,2,0.02,0.0,0.0,0.92,1.0,16,1
24392,1,49,1,0,511,0.08,0.0,0.9,1.0,0.0,255,1,0.0,0.09,0.0,0.86,1.0,20,1
24393,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,187,1.0,0.0,0.0,0.0,0.0,15,1
24394,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,3,87,1.0,0.0,0.0,0.0,0.0,17,1
24395,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,86,1.0,0.0,0.0,0.0,0.0,16,1
24396,1,49,1,0,177,0.02,0.0,0.95,1.0,0.01,255,1,0.0,0.01,0.0,0.67,1.0,20,1
24397,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,16,1.0,0.0,0.0,0.0,0.0,17,1
24398,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24399,1,49,1,0,1,0.0,0.0,1.0,1.0,1.0,36,1,0.03,0.0,0.0,0.89,1.0,16,1
24400,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,83,1.0,0.0,0.0,0.0,0.0,16,1
24401,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,78,1.0,0.0,0.0,0.0,0.0,15,1
24402,1,49,1,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.0,0.0,0.46,1.0,20,1
24403,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,4,196,1.0,0.0,0.0,0.0,0.0,16,1
24404,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,99,1.0,0.0,0.0,0.0,0.0,15,1
24405,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24406,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,9,1.0,0.0,0.0,0.0,0.0,16,1
24407,1,44,1,0,511,0.02,0.0,0.98,1.0,0.0,255,1,0.0,0.03,0.0,0.97,1.0,20,1
24408,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,87,1.0,0.0,0.0,0.0,0.0,16,1
24409,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,12,1.0,0.0,0.0,0.0,0.0,15,1
24410,1,35,1,0,99,0.0,0.0,1.0,1.0,0.01,255,1,0.0,0.0,0.0,0.53,1.0,19,1
24411,1,49,10,0,1,1.0,1.0,0.0,0.0,1.0,104,1,0.01,0.92,1.0,0.0,0.0,18,1
24412,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24413,1,3,1,0,511,0.14,0.0,0.86,1.0,0.0,255,1,0.0,0.15,0.0,0.85,1.0,17,1
24414,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,250,1.0,0.0,0.0,0.0,0.0,18,1
24415,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,43,1.0,0.0,0.0,0.0,0.0,15,1
24416,2,49,9,0,44,0.0,0.0,0.0,0.0,0.18,255,58,0.23,0.0,0.0,0.0,0.0,18,1
24417,1,49,1,0,429,0.05,0.0,0.93,1.0,0.0,255,1,0.0,0.08,0.0,0.92,1.0,18,1
24418,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24419,1,49,5,0,466,0.06,1.0,0.93,0.0,0.0,255,1,0.0,0.09,1.0,0.91,0.0,18,1
24420,1,49,1,0,265,0.08,0.0,0.87,1.0,0.0,255,1,0.0,0.08,0.0,0.87,1.0,20,1
24421,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24422,2,49,9,0,51,0.0,0.0,0.0,0.0,0.1,255,5,0.02,0.0,0.0,0.84,0.0,20,1
24423,1,18,5,0,56,0.8,1.0,0.2,0.0,0.04,255,2,0.01,0.18,1.0,0.04,0.0,17,1
24424,1,21,9,1,2,0.0,0.0,0.0,0.0,0.5,255,1,0.0,0.0,0.0,0.0,0.0,7,1
24425,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,25,1.0,0.0,0.0,0.0,0.0,15,1
24426,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,238,1.0,0.0,0.0,0.0,0.0,15,1
24427,1,49,1,0,389,0.06,0.0,0.93,1.0,0.0,255,1,0.0,0.09,0.0,0.91,1.0,18,1
24428,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,23,1.0,0.0,0.0,0.0,0.0,15,1
24429,1,49,1,0,1,0.0,0.0,1.0,1.0,1.0,8,2,0.12,0.0,0.0,0.75,1.0,16,1
24430,1,49,1,0,2,0.5,0.0,0.5,1.0,0.5,255,1,0.0,0.06,0.0,0.94,1.0,20,1
24431,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,90,1.0,0.0,0.0,0.0,0.0,17,1
24432,1,49,1,0,334,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.0,0.0,1.0,1.0,18,1
24433,2,49,9,0,1,0.0,0.0,0.0,0.0,1.0,69,61,0.88,0.0,0.0,0.0,0.0,11,1
24434,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24435,1,49,1,0,58,0.12,0.0,0.88,1.0,0.02,255,1,0.0,0.03,0.0,0.21,1.0,20,1
24436,1,4,1,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.0,0.0,1.0,1.0,13,1
24437,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,9,1.0,0.0,0.0,0.0,0.0,17,1
24438,1,44,1,0,421,0.08,0.0,0.91,1.0,0.0,255,1,0.0,0.1,0.0,0.9,1.0,19,1
24439,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,171,1,0.01,0.04,0.0,0.63,1.0,15,1
24440,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,3,103,1.0,0.0,0.0,0.0,0.0,15,1
24441,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,3,195,1.0,0.0,0.0,0.0,0.0,15,1
24442,2,49,9,0,1,0.0,0.0,0.0,0.0,1.0,135,111,0.82,0.0,0.0,0.0,0.0,13,1
24443,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,58,1.0,0.0,0.0,0.0,0.0,15,1
24444,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,194,1.0,0.0,0.0,0.0,0.0,15,1
24445,1,49,1,0,1,0.0,0.0,1.0,1.0,1.0,49,1,0.02,0.0,0.0,0.96,1.0,16,1
24446,2,44,9,0,6,0.0,0.0,0.0,0.0,1.0,255,6,0.02,0.0,0.0,0.36,0.0,13,1
24447,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,74,1,0.01,0.08,0.0,0.32,1.0,15,1
24448,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,174,1,0.01,0.0,0.0,0.05,1.0,14,1
24449,1,40,1,0,15,0.0,0.0,0.93,1.0,0.07,133,1,0.01,0.0,0.0,0.13,1.0,15,1
24450,1,49,1,0,1,0.0,0.0,1.0,1.0,1.0,63,1,0.02,0.0,0.0,0.94,1.0,15,1
24451,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24452,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,19,1.0,0.0,0.0,0.0,0.0,15,1
24453,1,49,1,0,3,0.0,0.0,1.0,1.0,0.33,255,1,0.0,0.0,0.0,0.1,1.0,20,1
24454,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,18,1.0,0.0,0.0,0.0,0.0,17,1
24455,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.0,0.0,0.53,1.0,18,1
24456,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,74,1.0,0.0,0.0,0.0,0.0,16,1
24457,1,49,1,0,2,0.0,0.0,1.0,1.0,0.5,235,1,0.0,0.0,0.0,0.04,1.0,17,1
24458,1,24,4,0,175,0.0,0.0,1.0,1.0,0.01,255,63,0.25,0.0,0.0,0.93,1.0,17,1
24459,1,44,1,0,511,0.06,0.0,0.94,1.0,0.0,255,1,0.0,0.03,0.0,0.97,1.0,20,1
24460,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24461,2,49,9,0,22,0.0,0.0,0.0,0.0,0.09,255,2,0.01,0.1,0.0,0.73,0.0,17,1
24462,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24463,1,44,1,0,511,0.11,0.0,0.86,1.0,0.0,255,1,0.0,0.1,0.0,0.85,1.0,20,1
24464,1,44,1,0,507,0.08,0.0,0.89,1.0,0.0,255,1,0.0,0.08,0.0,0.92,1.0,18,1
24465,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,215,1,0.0,0.0,0.0,0.23,1.0,17,1
24466,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,62,1.0,0.0,0.0,0.0,0.0,18,1
24467,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,50,1.0,0.0,0.0,0.0,0.0,17,1
24468,1,49,10,0,1,1.0,1.0,0.0,0.0,1.0,78,1,0.01,0.9,1.0,0.0,0.0,19,1
24469,1,49,1,0,67,0.0,0.0,0.93,1.0,0.01,192,1,0.01,0.0,0.0,0.34,1.0,16,1
24470,1,44,5,0,511,0.33,1.0,0.67,0.0,0.0,255,1,0.0,0.17,1.0,0.83,0.0,21,1
24471,2,49,9,0,2,0.0,0.0,0.0,0.0,1.0,85,15,0.18,0.0,0.0,0.0,0.0,6,1
24472,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24473,1,44,1,0,508,0.1,0.0,0.9,1.0,0.0,255,1,0.0,0.09,0.0,0.91,1.0,20,1
24474,1,44,5,0,509,0.25,1.0,0.73,0.0,0.0,255,1,0.0,0.2,1.0,0.78,0.0,21,1
24475,2,49,9,0,17,0.0,0.0,0.0,0.0,0.53,255,9,0.04,0.0,0.0,0.0,0.0,20,1
24476,1,68,1,0,285,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.0,0.0,1.0,1.0,18,1
24477,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,29,1.0,0.0,0.0,0.0,0.0,15,1
24478,1,19,2,0,1,0.0,0.0,1.0,1.0,1.0,2,68,0.5,0.0,0.0,1.0,0.01,9,1
24479,2,49,9,0,114,0.0,0.0,0.0,0.0,0.68,255,134,0.53,0.0,0.0,0.0,0.0,18,1
24480,1,44,1,0,396,0.09,0.0,0.91,1.0,0.0,255,1,0.0,0.11,0.0,0.89,1.0,17,1
24481,1,49,1,0,68,0.1,0.0,0.9,1.0,0.01,255,1,0.0,0.03,0.0,0.25,1.0,20,1
24482,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,86,1.0,0.0,0.0,0.0,0.0,16,1
24483,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,68,1.0,0.0,0.0,0.0,0.0,15,1
24484,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,82,1.0,0.0,0.0,0.0,0.0,18,1
24485,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,18,1
24486,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24487,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,51,1.0,0.0,0.0,0.0,0.0,15,1
24488,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,95,1.0,0.0,0.0,0.0,0.0,16,1
24489,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,62,1.0,0.0,0.0,0.0,0.0,18,1
24490,2,49,9,0,12,0.0,0.0,0.0,0.0,0.08,255,1,0.0,0.03,0.0,0.35,0.0,18,1
24491,2,49,9,0,53,0.0,0.0,0.0,0.0,0.02,255,1,0.0,0.0,0.0,0.82,0.0,18,1
24492,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,123,1.0,0.0,0.0,0.0,0.0,16,1
24493,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,142,1,0.01,0.0,0.0,0.3,1.0,15,1
24494,2,49,9,0,38,0.0,0.0,0.0,0.0,0.08,255,3,0.01,0.16,0.0,0.48,0.0,20,1
24495,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24496,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,4,40,1.0,0.0,0.0,0.0,0.0,15,1
24497,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.0,0.0,0.01,1.0,18,1
24498,2,49,9,0,149,0.0,0.0,0.0,0.0,0.87,255,166,0.65,0.0,0.0,0.0,0.0,17,1
24499,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,61,1.0,0.0,0.0,0.0,0.0,16,1
24500,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,12,1.0,0.0,0.0,0.0,0.0,16,1
24501,2,49,9,0,58,0.0,0.0,0.0,0.0,0.03,255,2,0.01,0.0,0.0,0.81,0.0,19,1
24502,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,178,1.0,0.0,0.0,0.0,0.0,16,1
24503,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,66,1.0,0.0,0.0,0.0,0.0,17,1
24504,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24505,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,18,1
24506,2,49,9,0,30,0.0,0.0,0.0,0.0,0.17,255,5,0.02,0.05,0.0,0.55,0.0,20,1
24507,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24508,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24509,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,86,1.0,0.0,0.0,0.0,0.0,16,1
24510,1,44,1,0,347,0.06,0.0,0.9,1.0,0.0,255,1,0.0,0.08,0.0,0.9,1.0,18,1
24511,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,50,1.0,0.0,0.0,0.0,0.0,17,1
24512,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,2,1.0,0.0,0.0,0.0,0.0,15,1
24513,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,25,1.0,0.0,0.0,0.0,0.0,15,1
24514,1,44,1,0,511,0.08,0.0,0.89,1.0,0.0,255,1,0.0,0.1,0.0,0.85,1.0,20,1
24515,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,80,1.0,0.0,0.0,0.0,0.0,17,1
24516,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,93,1.0,0.0,0.0,0.0,0.0,15,1
24517,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,89,1.0,0.0,0.0,0.0,0.0,17,1
24518,1,2,10,0,1,1.0,1.0,0.0,0.0,1.0,66,1,0.02,0.88,1.0,0.0,0.0,18,1
24519,1,49,1,0,26,0.0,0.0,1.0,1.0,0.04,255,1,0.0,0.0,0.0,0.11,1.0,19,1
24520,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24521,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,162,1.0,0.0,0.0,0.0,0.0,15,1
24522,1,49,1,0,187,0.02,0.0,0.95,1.0,0.01,255,1,0.0,0.01,0.0,0.71,1.0,19,1
24523,1,49,1,0,51,0.0,0.0,1.0,1.0,0.02,221,1,0.0,0.01,0.0,0.45,1.0,18,1
24524,1,49,1,0,384,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.0,0.0,1.0,1.0,18,1
24525,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,90,1.0,0.0,0.0,0.0,0.0,16,1
24526,1,49,1,0,511,0.07,0.0,0.93,1.0,0.0,255,1,0.0,0.13,0.0,0.87,1.0,20,1
24527,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24528,1,49,1,0,1,0.0,0.0,1.0,1.0,1.0,57,2,0.02,0.0,0.0,0.98,1.0,15,1
24529,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,98,1.0,0.0,0.0,0.0,0.0,15,1
24530,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,18,1
24531,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,221,1.0,0.0,0.0,0.0,0.0,15,1
24532,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,255,1.0,0.0,0.0,0.0,0.0,18,1
24533,1,29,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,0.8,1.0,15,1
24534,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,46,1.0,0.0,0.0,0.0,0.0,16,1
24535,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,36,1.0,0.0,0.0,0.0,0.0,16,1
24536,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,192,1,0.01,0.0,0.0,0.14,1.0,16,1
24537,2,49,9,0,46,0.0,0.0,0.0,0.0,0.41,255,86,0.34,0.0,0.0,0.0,0.0,19,1
24538,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,117,1.0,0.0,0.0,0.0,0.0,15,1
24539,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,81,1.0,0.0,0.0,0.0,0.0,17,1
24540,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,255,1.0,0.0,0.0,0.0,0.0,18,1
24541,1,44,4,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.0,0.0,1.0,1.0,15,1
24542,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,3,7,1.0,0.0,0.0,0.0,0.0,15,1
24543,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24544,1,49,1,0,90,0.08,0.0,0.92,1.0,0.01,255,1,0.0,0.03,0.0,0.34,1.0,20,1
24545,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,78,1.0,0.0,0.0,0.0,0.0,17,1
24546,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24547,2,49,9,0,2,0.0,0.0,0.0,0.0,1.0,220,188,0.85,0.0,0.0,0.0,0.0,12,1
24548,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,95,1,0.01,0.06,0.0,0.47,1.0,15,1
24549,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24550,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,13,1.0,0.0,0.0,0.0,0.0,15,1
24551,1,49,4,0,29,0.0,0.0,1.0,1.0,0.07,199,2,0.01,0.01,0.0,0.39,1.0,18,1
24552,1,49,1,0,1,0.0,0.0,1.0,1.0,1.0,9,1,0.11,0.0,0.0,0.89,1.0,16,1
24553,2,49,9,0,20,0.0,0.0,0.0,0.0,0.15,255,22,0.09,0.07,0.0,0.61,0.0,15,1
24554,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,4,180,1.0,0.0,0.0,0.0,0.0,15,1
24555,2,49,9,0,16,0.0,0.0,0.0,0.0,0.19,255,32,0.13,0.0,0.0,0.5,0.0,18,1
24556,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,177,1.0,0.0,0.0,0.0,0.0,15,1
24557,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24558,1,44,1,0,439,0.08,0.0,0.89,1.0,0.0,255,1,0.0,0.1,0.0,0.89,1.0,18,1
24559,1,56,1,0,80,0.0,0.0,0.93,1.0,0.01,205,1,0.0,0.0,0.0,0.38,1.0,17,1
24560,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.0,0.0,0.74,1.0,15,1
24561,2,49,9,0,1,0.0,0.0,0.0,0.0,1.0,183,151,0.83,0.0,0.0,0.0,0.0,12,1
24562,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,79,1.0,0.0,0.0,0.0,0.0,17,1
24563,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,61,1.0,0.0,0.0,0.0,0.0,16,1
24564,1,44,1,0,510,0.08,0.0,0.92,1.0,0.0,255,1,0.0,0.06,0.0,0.94,1.0,20,1
24565,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,25,1.0,0.0,0.0,0.0,0.0,15,1
24566,1,44,1,0,337,0.06,0.0,0.9,1.0,0.0,255,1,0.0,0.08,0.0,0.89,1.0,17,1
24567,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,86,1.0,0.0,0.0,0.0,0.0,16,1
24568,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,2,70,1.0,0.0,0.0,0.0,0.0,17,1
24569,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24570,2,49,9,0,13,0.0,0.0,0.0,0.0,0.69,255,9,0.04,0.02,0.0,0.27,0.0,18,1
24571,1,19,2,0,1,0.0,0.0,1.0,1.0,1.0,2,2,0.5,0.0,0.0,1.0,1.0,10,1
24572,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,51,1.0,0.0,0.0,0.0,0.0,17,1
24573,1,44,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24574,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,4,64,1.0,0.0,0.0,0.0,0.0,18,1
24575,1,49,10,0,1,1.0,1.0,0.0,0.0,1.0,192,1,0.01,0.96,1.0,0.0,0.0,18,1
24576,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,5,1.0,0.0,0.0,0.0,0.0,17,1
24577,2,49,9,0,26,0.0,0.0,0.0,0.0,0.73,255,19,0.07,0.05,0.0,0.49,0.0,17,1
24578,1,40,5,0,213,0.64,1.0,0.36,0.0,0.0,255,1,0.0,0.54,1.0,0.3,0.0,20,1
24579,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,129,1.0,0.0,0.0,0.0,0.0,16,1
24580,1,23,1,0,216,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.0,0.0,0.96,1.0,19,1
24581,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,102,1,0.01,0.0,0.0,0.03,1.0,14,1
24582,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,15,1
24583,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24584,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,211,1.0,0.0,0.0,0.0,0.0,15,1
24585,1,49,5,0,361,0.04,1.0,0.94,0.0,0.0,255,1,0.0,0.06,1.0,0.94,0.0,18,1
24586,2,49,9,0,10,0.0,0.0,0.0,0.0,0.2,255,2,0.01,0.0,0.0,0.0,0.0,20,1
24587,2,49,9,0,18,0.0,0.0,0.0,0.0,0.22,255,4,0.02,0.1,0.0,0.66,0.0,16,1
24588,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24589,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,13,1.0,0.0,0.0,0.0,0.0,17,1
24590,1,44,1,0,509,0.08,0.0,0.92,1.0,0.0,255,1,0.0,0.09,0.0,0.91,1.0,20,1
24591,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,4,140,1.0,0.0,0.0,0.0,0.0,15,1
24592,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,35,1.0,0.0,0.0,0.0,0.0,17,1
24593,2,49,9,0,35,0.0,0.0,0.0,0.0,0.2,255,57,0.22,0.0,0.0,0.04,0.0,16,1
24594,1,30,4,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.0,0.0,1.0,1.0,16,1
24595,1,49,4,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.0,0.0,1.0,1.0,15,1
24596,2,49,9,0,14,0.0,0.0,0.0,0.0,1.0,255,85,0.33,0.0,0.0,0.04,0.0,13,1
24597,1,49,4,0,1,0.0,0.0,1.0,1.0,1.0,201,1,0.0,0.0,0.0,0.17,1.0,15,1
24598,0,14,9,0,1,0.0,0.0,0.0,0.0,1.0,1,176,1.0,0.0,0.0,0.0,0.0,17,1
24599,1,49,1,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.0,0.0,0.58,1.0,18,1
24600,1,49,1,0,27,0.0,0.0,0.93,1.0,0.04,255,1,0.0,0.0,0.0,0.11,1.0,18,1
